2.653999999999999545e+03	2.147000000000000000e+03
2.282000000000000455e+03	2.503999999999999545e+03
2.476999999999999091e+03	2.290000000000000455e+03
2.243999999999999545e+03	2.549000000000000000e+03
2.436999999999999091e+03	2.319000000000000000e+03
2.546999999999999091e+03	2.209000000000000455e+03
2.281999999999999545e+03	2.504000000000000000e+03
2.282000000000000909e+03	2.503999999999999091e+03
2.346999999999999545e+03	2.411000000000000455e+03
2.244000000000001364e+03	2.548999999999999091e+03
2.177000000000000000e+03	2.614000000000000000e+03
2.390000000000000455e+03	2.379000000000000000e+03
2.215000000000000455e+03	2.569000000000000000e+03
2.244999999999999545e+03	2.517999999999999545e+03
2.550000000000000000e+03	2.205999999999999545e+03
2.389999999999999545e+03	2.379000000000000455e+03
2.480000000000000000e+03	2.286999999999999545e+03
2.355000000000000000e+03	2.407000000000000000e+03
2.402000000000000000e+03	2.360999999999999545e+03
2.616999999999999545e+03	2.172999999999999545e+03
2.616999999999999545e+03	2.173000000000000455e+03
2.402000000000000455e+03	2.360999999999999545e+03
2.656999999999999545e+03	2.144000000000000000e+03
2.613999999999999545e+03	2.176000000000000455e+03
2.329000000000000000e+03	2.426999999999999545e+03
2.479999999999999091e+03	2.287000000000000000e+03
2.589999999999999545e+03	2.177000000000000000e+03
2.422000000000000000e+03	2.343000000000000000e+03
2.347000000000000455e+03	2.411000000000000000e+03
2.460000000000000455e+03	2.298000000000000000e+03
2.438999999999999545e+03	2.315999999999999545e+03
2.349999999999999545e+03	2.407999999999999545e+03
2.500000000000000455e+03	2.269000000000000000e+03
2.465999999999999545e+03	2.297000000000000455e+03
2.544000000000000455e+03	2.223000000000000000e+03
2.369000000000000455e+03	2.398000000000000000e+03
2.311999999999999545e+03	2.452999999999999545e+03
2.432999999999999091e+03	2.333000000000000455e+03
2.323000000000000000e+03	2.444000000000000000e+03
2.244999999999999091e+03	2.518000000000000455e+03
2.355000000000000000e+03	2.407000000000000455e+03
2.291000000000000000e+03	2.472000000000000000e+03
2.392999999999999091e+03	2.362000000000000000e+03
2.549999999999999545e+03	2.206000000000000000e+03
2.512000000000000000e+03	2.250999999999999545e+03
2.503999999999999545e+03	2.251999999999999545e+03
2.438999999999999545e+03	2.316000000000000000e+03
2.479000000000000455e+03	2.287000000000000455e+03
2.394000000000000455e+03	2.361999999999999091e+03
2.390000000000000909e+03	2.363999999999999545e+03
2.589999999999999091e+03	2.177000000000000455e+03
2.328999999999999545e+03	2.427000000000000000e+03
2.549999999999999091e+03	2.206000000000000000e+03
2.400999999999999545e+03	2.361000000000000455e+03
2.401000000000000000e+03	2.361000000000000000e+03
2.355000000000000455e+03	2.407000000000000000e+03
2.430000000000000000e+03	2.335000000000000000e+03
2.511999999999999091e+03	2.251000000000000000e+03
2.433000000000000455e+03	2.333000000000000000e+03
2.355999999999999545e+03	2.406999999999999545e+03
2.282999999999999545e+03	2.472999999999999545e+03
2.214999999999999545e+03	2.569000000000000000e+03
2.323000000000000000e+03	2.443999999999999545e+03
2.466000000000000000e+03	2.296999999999999545e+03
2.328999999999999091e+03	2.427000000000000455e+03
2.503999999999999091e+03	2.252000000000000455e+03
2.290999999999999091e+03	2.472000000000000000e+03
2.393000000000000000e+03	2.361999999999999545e+03
2.511999999999999545e+03	2.251000000000000000e+03
