2.075303347768055251e-08	7.289927143050116243e+00	1.097162562639135396e-07	2.075303347768055251e-08	2.075303347768055251e-08	2.028018217492975062e+00	2.075303347768055251e-08	2.975722679431292428e-01	1.602189759674758074e+00	2.075303347768055251e-08
2.075303347768055251e-08	2.075303347768055251e-08	2.075303347768055251e-08	2.075303347768055251e-08	2.075303347768055251e-08	4.686458249696622502e+00	2.437195858171156804e+00	9.950096615616718099e-01	2.446907371955459032e-08	3.099043703978689557e+00
1.091614337984157324e+01	3.036234212397747352e-08	2.075303347768055251e-08	3.015640218823666396e-01	2.075303347768055251e-08	2.075303347768055251e-08	4.503793642716310479e-08	2.075303347768055251e-08	2.075303347768055251e-08	2.075303347768055251e-08
2.075303347768055251e-08	2.075303347768055251e-08	2.075303347768055251e-08	2.075303347768055251e-08	2.075303347768055251e-08	2.075303347768055251e-08	2.075303347768055251e-08	9.925125526866430903e+00	1.292581908751773812e+00	2.075303347768055251e-08
2.075303347768055251e-08	2.446907371955459032e-08	2.075303347768055251e-08	8.236975323227859747e+00	2.075303347768055251e-08	2.379241615992143455e+00	6.014904752736429661e-01	2.075303347768055251e-08	2.075303347768055251e-08	5.891455030383463964e-08
2.075303347768055251e-08	3.061007107790639226e-01	2.075303347768055251e-08	2.075303347768055251e-08	3.141555749333952430e-01	2.075303347768055251e-08	2.075303347768055251e-08	2.075303347768055251e-08	6.641029419074256701e+00	3.956421772337499032e+00
3.015640557765780772e-01	2.075303347768055251e-08	2.592021311090553670e+00	2.075303347768055251e-08	8.324122061194749733e+00	2.075303347768055251e-08	2.075303347768055251e-08	2.075303347768055251e-08	4.906232999052568387e-08	2.075303347768055251e-08
2.075303347768055251e-08	2.075303347768055251e-08	7.284010087074253903e+00	2.075303347768055251e-08	1.913647796515790755e+00	2.075303347768055251e-08	2.075303347768055251e-08	2.075303347768055251e-08	2.075303347768055251e-08	2.020049572781123182e+00
2.075303347768055251e-08	3.621679589216642459e+00	1.341675969243134592e+00	2.075303347768055251e-08	6.657820444802751148e-01	2.800529456824040327e-08	3.446377497819549607e+00	2.075303347768055251e-08	2.075303347768055251e-08	2.142192389865418711e+00
2.075303347768055251e-08	2.075303347768055251e-08	2.075303347768055251e-08	2.679168111260979313e+00	2.075303347768055251e-08	2.123989386690178449e+00	4.732643621574945669e+00	2.075303347768055251e-08	1.681906357598078383e+00	2.075303347768055251e-08
